20	10
0	20	28	84	62	83	21	99	3	80	81	35	49	15	44	78	33	55	7	35	
28	0	91	50	4	43	18	97	70	6	99	14	14	97	53	49	31	97	94	37	
78	26	0	58	22	28	27	95	12	86	74	85	22	29	80	4	14	31	76	92	
36	53	63	0	94	80	2	97	69	47	34	50	48	11	66	14	79	43	16	42	
54	46	25	59	0	75	58	32	45	92	70	14	77	69	52	39	100	3	10	44	
13	36	38	80	17	0	88	35	41	48	16	89	83	95	62	64	52	82	82	40	
99	12	73	58	26	34	0	16	78	17	57	85	36	66	18	44	81	78	27	12	
25	54	57	27	71	77	97	0	98	47	33	17	44	57	70	94	19	96	93	34	
46	44	56	42	40	9	32	62	0	98	48	91	11	24	97	11	26	1	51	67	
90	99	90	65	0	96	8	87	58	0	19	46	24	26	19	82	29	75	95	63	
56	37	3	85	59	90	93	31	74	10	0	79	52	6	2	82	2	45	9	25	
92	78	90	78	17	34	69	33	30	93	2	0	29	42	78	20	51	20	71	58	
86	20	48	7	94	77	90	21	17	80	5	5	0	11	100	33	37	46	32	33	
93	4	75	98	35	88	78	50	12	9	45	27	32	0	96	15	61	41	10	66	
23	2	39	81	34	84	54	19	80	88	62	24	64	65	0	33	33	21	59	29	
12	17	96	52	11	73	93	16	33	35	57	4	21	13	27	0	14	93	50	86	
99	93	91	47	30	35	7	37	38	89	18	49	76	82	11	13	0	47	97	100	
32	20	79	5	57	54	12	31	46	24	42	46	14	32	26	86	34	0	19	13	
51	90	100	52	68	59	92	59	21	29	96	76	33	13	100	18	72	77	0	38	
3	20	96	60	49	42	16	86	17	14	91	11	16	73	74	70	78	87	51	0	
