20	2
0	44	74	50	78	3	9	79	64	100	36	95	25	57	45	45	18	25	85	23	
66	0	55	56	81	79	42	72	3	100	82	71	41	51	78	51	85	4	9	0	
58	61	0	100	56	99	31	7	50	72	47	9	90	60	67	61	80	34	82	49	
63	3	2	0	59	73	62	6	54	37	39	62	64	92	75	68	7	62	1	91	
7	47	27	94	0	95	31	90	45	18	1	58	59	21	21	61	94	88	71	71	
23	83	20	93	94	0	53	30	44	99	46	60	77	85	55	9	53	14	80	11	
1	29	95	93	98	21	0	72	57	54	61	44	79	44	58	9	60	15	66	68	
25	96	75	26	11	21	93	0	49	48	89	75	62	0	4	17	7	33	67	53	
77	46	25	97	56	7	48	71	0	97	24	99	83	13	100	88	95	38	62	12	
95	79	58	13	7	75	70	59	74	0	93	26	89	19	27	12	79	29	36	44	
59	85	26	61	66	36	39	34	75	77	0	55	23	81	35	67	95	88	22	72	
30	33	4	61	94	29	6	66	14	63	10	0	49	96	50	62	32	10	98	30	
96	100	23	46	10	25	45	28	80	50	56	82	0	67	87	93	15	96	7	52	
5	31	10	78	91	7	51	45	8	46	74	40	60	0	39	68	11	26	99	74	
85	26	5	37	13	1	29	45	4	60	75	93	7	57	0	57	47	20	12	76	
90	93	90	42	58	5	97	80	79	88	34	39	33	42	81	0	5	57	90	41	
37	88	48	53	61	38	21	20	86	25	77	75	55	86	60	37	0	95	73	4	
80	23	8	69	82	17	39	35	56	73	90	93	98	95	20	7	25	0	70	43	
29	68	5	49	41	81	0	13	56	29	17	71	97	76	43	88	44	3	0	5	
55	71	79	1	75	33	20	16	24	5	91	8	50	83	62	39	62	76	90	0	
