20	2
0	7	11	58	34	49	9	97	59	55	17	65	39	48	9	58	75	54	5	41	
54	0	33	93	31	41	32	89	17	80	73	5	92	43	37	26	58	38	16	33	
64	29	0	16	97	37	57	38	30	89	65	19	38	40	70	65	74	54	85	49	
97	77	39	0	25	70	8	14	23	25	46	78	86	57	59	16	81	52	42	76	
90	4	35	51	0	70	1	59	56	47	67	76	2	18	88	33	43	64	31	82	
31	47	73	50	47	0	12	31	5	79	74	28	65	63	85	23	3	9	93	85	
19	100	51	94	11	55	0	50	0	85	19	49	44	88	100	50	32	75	13	13	
49	99	33	8	76	84	43	0	33	72	80	26	62	18	4	57	77	93	13	94	
21	29	14	92	82	10	98	71	0	28	1	20	41	55	13	29	46	99	58	17	
88	68	1	32	57	58	50	30	82	0	6	38	100	94	10	56	0	39	0	7	
30	26	66	36	2	37	16	35	1	8	0	74	84	0	93	57	71	78	14	97	
8	80	90	43	77	63	56	1	35	91	23	0	21	27	51	80	50	98	5	69	
74	29	87	18	24	30	77	97	83	43	31	45	0	2	59	94	46	33	90	34	
14	84	13	87	70	94	44	83	87	49	28	75	83	0	59	86	77	98	64	72	
40	52	52	93	14	44	87	13	2	50	92	17	24	62	0	9	95	13	90	50	
56	30	30	43	72	3	27	44	82	73	61	30	93	20	25	0	54	99	36	28	
94	42	77	99	4	68	81	43	63	59	87	79	87	99	36	52	0	41	65	80	
86	25	90	56	10	71	85	34	46	13	11	77	46	25	59	78	43	0	3	69	
69	3	2	72	6	0	87	26	96	57	74	15	10	94	36	9	72	66	0	59	
25	68	41	22	14	39	29	94	3	15	37	84	99	8	22	20	39	47	31	0	
