20	2
0	94	30	0	34	84	94	47	75	5	84	10	81	41	9	52	42	59	7	58	
5	0	88	64	27	69	87	33	87	52	89	91	67	16	92	89	37	46	97	49	
28	11	0	55	16	74	90	50	72	89	56	88	11	69	82	84	93	28	62	9	
54	100	22	0	16	54	81	28	10	58	64	72	53	36	15	74	16	50	19	60	
64	24	92	48	0	85	69	38	75	64	55	51	18	0	80	80	15	81	71	63	
43	36	14	14	74	0	84	6	56	66	37	19	72	14	67	8	67	14	90	46	
97	90	75	50	61	60	0	80	9	55	0	68	4	97	83	33	84	36	76	61	
54	58	81	5	58	16	22	0	65	94	52	77	25	39	29	56	35	76	14	16	
91	15	49	38	100	19	61	30	0	99	6	85	75	9	5	96	16	89	10	35	
16	63	14	94	8	48	41	49	36	0	82	9	63	60	88	3	11	71	86	93	
78	54	77	41	16	98	42	74	71	44	0	61	92	68	98	5	81	81	61	41	
66	68	70	18	26	14	35	84	14	39	27	0	10	51	66	97	64	46	18	70	
87	3	89	19	8	95	96	5	6	93	7	62	0	78	68	8	35	45	44	50	
21	88	39	91	46	80	98	84	78	44	98	99	92	0	95	78	17	51	62	46	
39	27	69	22	73	24	1	31	93	18	5	15	50	96	0	70	26	73	64	37	
92	26	70	78	53	43	1	63	89	80	69	95	86	25	55	0	89	62	78	29	
88	95	64	74	33	7	28	36	74	83	47	19	88	76	11	30	0	39	13	59	
66	25	76	0	9	88	42	65	19	86	87	21	85	17	30	2	18	0	13	8	
2	38	51	6	57	71	54	23	66	31	10	25	88	59	61	63	55	81	0	38	
54	84	15	55	75	36	38	57	28	66	89	96	69	76	83	6	77	48	56	0	
