20	4
0	34	73	43	86	48	36	33	12	72	9	51	11	56	35	73	56	22	96	58	
97	0	11	29	80	54	15	16	91	82	45	87	62	46	75	85	55	25	23	58	
70	6	0	92	47	55	53	63	92	87	89	85	52	66	92	76	80	9	97	39	
26	39	45	0	1	75	99	39	81	90	14	41	78	53	38	36	18	26	54	0	
40	51	1	65	0	43	55	5	58	42	7	31	37	75	31	48	94	91	57	39	
48	52	95	14	13	0	29	49	14	30	2	41	70	38	100	5	15	85	81	46	
17	19	96	89	60	77	0	74	96	65	99	60	48	22	56	82	61	30	71	98	
82	73	67	78	72	57	85	0	87	32	73	55	55	53	59	24	3	8	14	25	
38	78	75	62	29	74	66	39	0	27	84	36	46	23	36	39	66	79	90	70	
95	78	48	57	77	92	89	11	83	0	85	82	97	24	95	22	82	8	86	36	
22	81	90	78	88	88	70	11	52	24	0	95	18	51	93	20	33	20	84	80	
59	37	71	94	31	99	20	62	80	86	91	0	37	85	80	34	35	46	15	37	
11	59	46	43	18	78	65	88	94	5	22	89	0	90	76	74	42	27	18	72	
99	30	20	66	2	58	2	89	67	40	68	8	40	0	78	1	73	67	33	82	
20	14	29	95	43	8	75	79	59	60	46	84	32	79	0	14	30	46	58	88	
46	22	20	74	41	58	20	9	66	17	8	29	41	28	65	0	98	30	1	46	
1	61	29	81	56	24	61	85	91	77	41	39	7	9	67	29	0	56	69	81	
39	90	92	62	24	3	53	90	89	41	17	81	1	46	14	54	77	0	1	18	
19	12	17	9	1	90	23	49	68	90	93	33	25	21	20	43	46	82	0	79	
43	50	73	71	55	31	43	31	38	90	24	67	72	89	27	61	86	89	20	0	
