20	10
0	96	28	84	73	2	23	94	52	76	43	63	6	50	51	9	80	91	73	85	
67	0	26	62	76	49	30	12	45	45	11	17	48	23	6	44	75	41	99	1	
56	22	0	25	33	59	22	52	31	59	93	29	21	59	87	1	51	45	83	40	
83	29	93	0	86	3	76	5	29	31	2	65	28	7	10	58	97	75	87	55	
94	22	56	58	0	49	40	61	50	77	44	94	63	64	24	70	67	83	5	44	
14	27	18	95	52	0	94	62	98	70	94	67	3	83	14	84	10	52	89	11	
21	6	59	25	21	80	0	74	45	82	77	37	55	51	59	4	28	17	4	26	
7	64	97	65	47	10	10	0	15	54	0	53	16	7	39	12	33	51	64	17	
11	73	18	9	98	30	65	86	0	92	99	69	43	52	90	48	6	4	97	25	
54	90	40	78	5	17	32	33	56	0	14	29	12	30	9	87	91	75	1	29	
83	0	87	30	3	53	42	20	54	94	0	2	26	33	39	43	84	41	46	2	
87	100	6	80	5	37	43	7	9	69	53	0	64	13	30	74	11	25	42	38	
3	81	97	6	91	47	99	64	61	19	17	15	0	70	4	5	30	26	54	73	
49	33	30	30	94	16	25	11	72	5	91	36	47	0	15	0	9	72	39	83	
34	100	3	78	72	35	7	22	65	29	73	80	82	20	0	7	74	47	95	22	
26	45	40	6	83	14	29	28	12	32	10	68	62	40	10	0	41	52	15	12	
41	90	3	9	61	14	73	62	62	66	75	98	93	71	100	88	0	75	35	7	
13	42	38	24	90	72	11	24	5	53	61	18	89	53	37	98	75	0	8	62	
98	38	23	67	100	70	60	60	49	85	86	34	57	54	53	39	94	57	0	64	
71	18	76	43	93	33	17	88	99	68	42	91	61	25	5	87	40	39	66	0	
