20	2
0	64	16	61	60	80	66	48	48	83	26	72	67	43	94	2	84	62	39	26	
22	0	6	74	35	87	75	75	32	71	85	99	59	57	1	85	28	75	0	75	
38	89	0	88	96	58	35	56	11	99	100	36	35	41	34	21	98	5	97	88	
92	74	64	0	40	100	4	67	83	98	27	25	17	19	27	95	78	70	43	66	
79	59	18	7	0	41	37	45	63	27	63	42	26	66	73	82	62	14	100	76	
36	99	4	5	25	0	25	76	78	27	87	41	63	16	78	62	9	70	21	85	
74	72	45	49	54	66	0	0	54	16	99	95	43	59	86	72	3	72	23	34	
51	4	17	36	52	59	4	0	67	52	95	86	4	27	90	22	87	81	77	97	
49	26	68	35	15	75	58	30	0	47	31	9	42	90	42	99	18	53	22	15	
36	62	24	21	16	71	39	3	100	0	58	41	16	40	97	95	25	0	3	100	
18	48	25	54	52	29	69	76	58	63	0	45	64	34	27	7	5	1	1	11	
75	98	14	42	47	44	67	21	80	13	36	0	5	68	34	2	59	94	5	54	
18	38	5	19	71	14	7	89	83	39	25	94	0	31	64	64	48	17	55	99	
41	60	25	54	36	3	71	96	72	40	52	61	11	0	30	3	77	82	22	78	
38	75	91	7	45	69	64	58	87	17	43	46	21	12	0	89	34	36	42	35	
19	2	97	14	82	75	68	74	44	2	44	40	27	67	33	0	4	1	0	77	
95	64	92	14	28	88	0	68	34	1	46	46	80	60	54	5	0	57	24	16	
86	82	42	53	85	23	29	90	61	4	22	44	97	35	21	23	33	0	12	53	
63	8	2	90	97	1	88	30	4	57	27	85	94	84	12	97	51	44	0	64	
53	27	24	44	66	50	0	36	23	1	20	45	17	93	86	68	40	0	97	0	
