20	4
0	40	29	81	76	24	51	77	53	14	17	92	0	74	38	60	49	73	47	3	
78	0	29	27	35	44	81	80	51	66	84	10	24	7	69	47	40	62	35	24	
20	43	0	34	93	85	59	44	88	46	24	11	64	94	62	20	55	5	81	77	
90	90	60	0	66	55	97	57	91	68	73	8	94	39	4	84	95	5	58	75	
46	20	98	90	0	63	89	96	85	63	18	16	67	2	31	76	38	96	40	70	
36	5	92	97	0	0	53	70	29	49	83	82	73	24	7	37	13	54	11	44	
87	23	47	13	25	2	0	8	61	30	83	80	83	97	37	38	92	72	62	64	
72	14	67	13	41	94	49	0	33	53	65	3	14	90	19	7	66	65	9	42	
99	28	13	81	82	35	20	32	0	94	82	63	63	83	34	8	27	82	20	100	
96	72	64	32	79	33	62	61	22	0	3	1	49	76	27	81	36	70	27	7	
15	74	85	82	10	18	4	8	28	89	0	25	85	61	64	38	68	98	12	80	
32	82	85	41	84	77	43	53	0	56	9	0	21	57	27	28	30	9	69	94	
52	52	38	1	42	26	22	1	58	35	76	77	0	36	80	14	0	71	35	96	
4	14	100	44	44	68	59	99	14	66	15	66	55	0	25	61	38	46	71	52	
19	40	53	58	62	36	5	83	58	58	75	50	31	22	0	50	57	91	6	81	
22	51	11	84	20	87	30	23	96	71	29	23	69	12	30	0	43	50	64	58	
58	45	80	41	60	10	10	58	4	83	23	29	54	62	59	79	0	87	17	92	
16	1	40	32	22	32	39	69	91	18	17	90	3	57	15	31	23	0	15	27	
64	20	32	64	76	32	25	48	100	87	90	94	38	37	51	52	64	25	0	24	
24	23	31	39	82	60	53	86	53	21	88	39	30	59	71	96	64	31	53	0	
