20	10
0	64	22	38	62	82	42	90	45	53	19	41	23	56	40	20	6	72	74	66	
28	0	35	83	80	12	56	10	59	62	8	46	21	15	66	47	60	20	95	1	
90	26	0	41	29	84	43	15	28	46	71	61	60	69	99	32	17	17	56	7	
1	72	72	0	14	67	96	99	11	76	100	81	60	74	42	98	84	56	81	85	
91	0	97	67	0	24	38	85	24	55	28	25	66	57	54	13	20	89	57	72	
81	68	55	49	53	0	3	19	61	20	20	54	74	29	89	29	1	12	12	9	
97	65	26	18	42	93	0	77	93	43	19	63	99	38	22	52	29	33	86	53	
32	0	83	67	99	86	24	0	96	66	34	93	62	47	92	95	100	92	77	77	
89	67	27	1	45	24	23	100	0	45	36	93	21	55	24	57	59	48	69	57	
58	25	24	96	77	49	46	93	49	0	46	37	48	39	97	93	55	80	80	46	
21	54	82	12	3	92	9	59	30	28	0	21	100	66	48	65	16	78	22	19	
87	87	58	68	72	60	9	31	29	7	57	0	34	61	22	87	10	25	98	62	
96	46	10	6	34	57	24	73	32	87	54	91	0	45	26	53	97	9	29	76	
63	90	45	12	5	27	37	51	22	47	72	31	3	0	41	32	70	0	44	13	
65	27	67	93	58	26	34	64	77	2	11	95	10	1	0	98	90	44	82	47	
31	93	76	94	74	42	7	98	28	94	57	22	34	15	17	0	18	68	91	81	
35	6	1	17	60	81	82	19	61	41	19	25	38	55	91	29	0	59	69	50	
100	42	50	22	14	35	45	95	62	94	24	28	65	28	55	65	100	0	75	56	
13	60	92	83	99	68	17	26	99	79	3	53	99	91	17	8	98	26	0	32	
94	71	10	91	45	60	25	94	93	65	12	11	61	24	89	35	71	30	22	0	
