20	4
0	32	77	85	47	66	97	24	99	90	3	14	17	80	95	77	77	8	97	24	
49	0	48	50	44	83	20	5	47	5	63	31	2	69	24	84	29	34	27	2	
84	87	0	93	21	27	49	74	44	71	31	52	50	15	3	91	92	4	19	93	
37	88	71	0	67	35	57	88	26	91	0	7	44	91	69	23	48	29	17	75	
53	64	67	50	0	25	57	100	25	18	62	65	87	81	95	23	25	87	59	82	
24	10	82	14	32	0	83	43	29	64	86	53	64	10	22	15	78	47	81	14	
20	68	12	70	59	22	0	2	97	10	64	94	82	11	77	86	85	11	37	6	
87	67	21	45	36	75	7	0	15	78	32	86	97	53	17	82	22	42	67	73	
11	11	69	100	98	54	80	77	0	98	29	35	74	65	21	81	78	66	94	1	
35	38	23	35	9	59	11	4	97	0	39	3	84	67	6	89	42	10	58	78	
21	10	52	90	30	89	22	35	59	70	0	5	53	30	96	67	61	94	71	69	
74	96	21	84	6	12	19	20	66	36	4	0	25	34	24	94	38	65	57	86	
1	80	69	79	13	3	86	65	62	47	94	88	0	0	69	42	85	57	99	17	
34	48	24	55	6	15	2	71	66	49	40	70	83	0	6	5	10	49	80	95	
92	29	55	22	99	88	43	97	60	23	56	85	2	83	0	30	3	53	79	66	
17	83	88	7	32	72	40	89	50	32	67	64	84	79	27	0	77	91	70	46	
27	66	61	5	96	58	84	21	30	91	87	21	47	70	87	28	0	18	20	94	
95	54	91	32	21	72	15	11	59	50	19	1	33	39	94	69	30	0	12	87	
4	1	31	96	61	5	19	69	11	23	66	6	45	22	44	67	4	89	0	37	
55	60	23	15	24	39	0	60	78	80	67	57	100	18	18	79	9	37	33	0	
