20	10
0	69	60	90	15	58	1	12	35	76	1	62	94	51	44	44	95	32	28	77	
86	0	90	77	78	12	86	25	41	30	6	7	89	75	79	8	91	86	34	57	
1	64	0	74	37	81	35	39	16	83	42	54	18	75	33	85	66	64	21	29	
86	50	4	0	97	80	96	62	96	31	27	52	43	56	96	28	12	92	27	22	
51	25	21	40	0	9	41	61	13	61	87	2	92	22	17	41	77	4	45	92	
43	4	48	79	52	0	4	66	74	86	97	22	33	98	93	26	86	25	12	25	
76	12	42	44	29	74	0	1	39	79	9	90	100	90	97	4	45	29	52	63	
14	39	87	21	66	3	7	0	99	64	5	39	99	66	0	60	100	28	49	20	
30	64	49	55	98	20	55	65	0	68	85	27	99	44	9	84	61	7	99	42	
74	14	90	53	70	68	50	99	90	0	44	26	48	45	19	27	81	35	59	32	
81	76	70	58	63	57	0	41	66	18	0	79	99	86	3	52	72	11	10	25	
79	42	93	42	8	27	1	78	32	2	59	0	70	16	12	25	78	78	31	70	
96	24	47	73	86	26	53	23	99	1	99	18	0	8	76	8	25	9	90	33	
65	77	99	59	78	35	28	86	31	16	61	7	48	0	18	49	53	4	6	70	
19	64	38	32	84	99	3	57	54	52	4	69	84	28	0	24	42	65	86	57	
19	99	55	66	40	86	20	69	48	12	96	66	36	9	87	0	90	92	14	64	
26	33	18	75	76	24	49	41	40	58	45	56	50	37	3	28	0	14	53	4	
44	84	6	95	28	73	100	3	77	6	79	93	27	34	2	6	37	0	69	49	
11	74	30	18	99	59	45	41	77	39	66	11	71	69	33	73	81	47	0	48	
99	14	64	48	92	71	4	5	10	67	62	89	9	9	31	7	67	68	85	0	
